       0       2     0 0.000e+00 0.000e+00 0.000e+00 2.83546927583504379186130e-03 5.904e-01 -2.367e+02 3.547e+02 1.391e+00     0     2     8     0     0     1      0     1     0     0 0.000e+00 0.000e+00       0       2     0 0.000e+00 0.000e+00 0.000e+00 2.83546928559435260433497e-03 5.281e-01 2.445e+02 -3.587e+02 6.862e+00     0     5     8     0     0     1      0     1     0     0 0.000e+00 0.000e+00
       0      24     0 0.000e+00 0.000e+00 0.000e+00 2.79979399236986170595998e-01 4.498e-01 4.457e+02 2.338e+01 1.960e+00     0     0     8     0     0     1      0     1     0     0 0.000e+00 0.000e+00       0      24     0 0.000e+00 0.000e+00 0.000e+00 2.79979399188321098623788e-01 4.662e-01 -4.261e+02 -2.381e+01 -6.558e-01     0     3     8     0     0     1      0     1     0     0 0.000e+00 0.000e+00
       0      29     0 0.000e+00 0.000e+00 0.000e+00 3.13887536155836699425237e-01 5.041e-01 -4.257e+02 -4.441e+01 -1.572e-03     0     3     8     0     0     1      0     0     0     0 0.000e+00 0.000e+00       0      29     0 0.000e+00 0.000e+00 0.000e+00 3.13887536155219415423545e-01 6.062e-01 4.253e+02 4.505e+01 -9.464e-02     0     0     8     0     0     1      0     1     0     0 0.000e+00 0.000e+00
       0      39     0 0.000e+00 0.000e+00 0.000e+00 3.98773851698274950372536e-01 4.027e-01 -2.039e+02 -3.849e+02 -2.273e+00     0     4     8     0     0     1      0     1     0     0 0.000e+00 0.000e+00       0      39     0 0.000e+00 0.000e+00 0.000e+00 3.98773851678017487998318e-01 4.743e-01 2.144e+02 3.844e+02 -7.759e-01     0     1     8     0     0     1      0     1     0     0 0.000e+00 0.000e+00
       0      40     0 0.000e+00 0.000e+00 0.000e+00 3.99513815196624599845876e-01 4.820e-01 -2.000e+02 3.814e+02 -2.234e-01     0     2     8     0     0     1      0     1     0     0 0.000e+00 0.000e+00       0      40     0 0.000e+00 0.000e+00 0.000e+00 3.99513815180789877423706e-01 5.283e-01 1.975e+02 -3.768e+02 2.533e+00     0     5     8     0     0     1      0     1     0     0 0.000e+00 0.000e+00
       0      48     0 0.000e+00 0.000e+00 0.000e+00 4.54456450023797753345889e-01 5.625e-01 1.772e+02 -3.905e+02 -1.575e-03     0     5     8     0     0     1      0     0     0     0 0.000e+00 0.000e+00       0      48     0 0.000e+00 0.000e+00 0.000e+00 4.54456450036151371474347e-01 4.821e-01 -1.787e+02 3.939e+02 1.589e-03     0     2     8     0     0     1      0     0     0     0 0.000e+00 0.000e+00
       1      13     0 0.000e+00 0.000e+00 0.000e+00 1.06747555497831991822011e+00 5.707e-01 -2.107e+02 3.720e+02 -1.570e-03     0     2     8     0     0     1      0     0     0     0 0.000e+00 0.000e+00       1      13     0 0.000e+00 0.000e+00 0.000e+00 1.06747555499786206389956e+00 5.360e-01 2.135e+02 -3.771e+02 1.592e-03     0     5     8     0     0     1      0     0     0     0 0.000e+00 0.000e+00
       1      41     0 0.000e+00 0.000e+00 0.000e+00 1.30375152902657376330353e+00 5.304e-01 1.937e+02 -3.841e+02 -1.580e-03     0     5     8     0     0     1      0     0     0     0 0.000e+00 0.000e+00       1      41     0 0.000e+00 0.000e+00 0.000e+00 1.30375152903680802118913e+00 6.375e-01 -2.020e+02 3.917e+02 -6.105e+00     0     2     8     0     0     1      0     1     0     0 0.000e+00 0.000e+00
       1      53     0 0.000e+00 0.000e+00 0.000e+00 1.48206718157305838978743e+00 5.183e-01 4.441e+02 6.353e+01 -1.648e-03     0     0     8     0     0     1      0     0     0     0 0.000e+00 0.000e+00       1      53     0 0.000e+00 0.000e+00 0.000e+00 1.48206718154364147643776e+00 4.323e-01 -4.354e+02 -6.231e+01 -1.435e-02     0     3     8     0     0     1      0     1     0     0 0.000e+00 0.000e+00
       2      10     0 0.000e+00 0.000e+00 0.000e+00 2.08951859041649612436231e+00 5.010e-01 2.197e+02 3.681e+02 4.360e-02     0     1     8     0     0     1      0     1     0     0 0.000e+00 0.000e+00       2      10     0 0.000e+00 0.000e+00 0.000e+00 2.08951859045130294845194e+00 5.781e-01 -2.259e+02 -3.765e+02 7.766e-01     0     4     8     0     0     1      0     0     0     1 0.000e+00 0.000e+00
       2      12     0 0.000e+00 0.000e+00 0.000e+00 2.10497670225290889334246e+00 4.291e-01 -2.215e+02 3.654e+02 -1.953e-03     0     2     8     0     0     1      0     1     0     0 0.000e+00 0.000e+00       2      12     0 0.000e+00 0.000e+00 0.000e+00 2.10497670224605260003159e+00 5.692e-01 2.205e+02 -3.637e+02 1.562e-03     0     5     8     0     0     1      0     0     0     0 0.000e+00 0.000e+00
       2      13     0 0.000e+00 0.000e+00 0.000e+00 2.10730156289090819754506e+00 4.869e-01 2.406e+02 3.541e+02 -1.826e-01     0     1     8     0     0     1      0     1     0     0 0.000e+00 0.000e+00       2      13     0 0.000e+00 0.000e+00 0.000e+00 2.10730156292097214887349e+00 3.768e-01 -2.491e+02 -3.633e+02 -1.697e+00     0     4     8     0     0     1      0     1     0     0 0.000e+00 0.000e+00
       2      58     0 0.000e+00 0.000e+00 0.000e+00 2.55491614256815102734777e+00 4.330e-01 2.432e+02 3.559e+02 -2.441e+00     0     1     8     0     0     1      0     1     0     0 0.000e+00 0.000e+00       2      58     0 0.000e+00 0.000e+00 0.000e+00 2.55491614258526622549539e+00 5.089e-01 -2.420e+02 -3.610e+02 1.470e+00     0     4     8     0     0     1      0     1     0     0 0.000e+00 0.000e+00
       2      76     0 0.000e+00 0.000e+00 0.000e+00 2.65755263408739983432838e+00 4.293e-01 1.719e+02 -3.995e+02 9.526e-02     0     5     7     0     0     1      0     1     0     0 0.000e+00 0.000e+00       2      76     0 0.000e+00 0.000e+00 0.000e+00 2.65755263408335684616191e+00 5.119e-01 -1.730e+02 3.967e+02 4.681e-01     0     2     7     0     0     1      0     1     0     0 0.000e+00 0.000e+00
       2     103     0 0.000e+00 0.000e+00 0.000e+00 2.97346857610630577184452e+00 4.575e-01 -1.766e+02 3.901e+02 -8.064e-02     0     2     8     0     0     1      0     1     0     0 0.000e+00 0.000e+00       2     103     0 0.000e+00 0.000e+00 0.000e+00 2.97346857613534298891977e+00 5.889e-01 1.805e+02 -3.983e+02 1.606e-03     0     5     8     0     0     1      0     0     0     0 0.000e+00 0.000e+00
       3       6     0 0.000e+00 0.000e+00 0.000e+00 3.06341692127167952719446e+00 4.987e-01 2.057e+02 -3.841e+02 3.021e-01     0     5     8     0     0     1      0     1     0     0 0.000e+00 0.000e+00       3       6     0 0.000e+00 0.000e+00 0.000e+00 3.06341692124983389078352e+00 5.178e-01 -2.031e+02 3.770e+02 8.909e-01     0     2     8     0     0     1      0     1     0     0 0.000e+00 0.000e+00
       3      25     0 0.000e+00 0.000e+00 0.000e+00 3.30762884920412636446940e+00 4.268e-01 1.606e+02 -4.082e+02 -1.346e+00     0     5     6     0     0     1      0     1     0     0 0.000e+00 0.000e+00       3      25     0 0.000e+00 0.000e+00 0.000e+00 3.30762884917785937588519e+00 4.084e-01 -1.857e+02 3.875e+02 -2.514e+01     0     2     8     0     0     1      1     0     0     0 0.000e+00 0.000e+00
       3      28     0 0.000e+00 0.000e+00 0.000e+00 3.33439258436273355812318e+00 4.686e-01 -2.651e+02 -3.467e+02 -2.895e-01     0     4     6     0     0     1      0     1     0     0 0.000e+00 0.000e+00       3      28     0 0.000e+00 0.000e+00 0.000e+00 3.33439258436961161180534e+00 4.866e-01 2.692e+02 3.512e+02 6.662e+00     0     1     6     0     0     1      0     1     0     0 0.000e+00 0.000e+00
       3      36     0 0.000e+00 0.000e+00 0.000e+00 3.51384451269870545786489e+00 4.611e-01 1.667e+02 -4.077e+02 -1.618e-03     0     5     6     0     0     1      0     0     0     0 0.000e+00 0.000e+00       3      36     0 0.000e+00 0.000e+00 0.000e+00 3.51384451266278396985854e+00 5.116e-01 -1.626e+02 3.977e+02 1.578e-03     0     2     6     0     0     1      0     0     0     0 0.000e+00 0.000e+00
       3      66     0 0.000e+00 0.000e+00 0.000e+00 3.95055475879857631582581e+00 5.237e-01 4.340e+02 8.822e+00 -1.595e-03     0     0     8     0     0     1      0     0     0     0 0.000e+00 0.000e+00       3      66     0 0.000e+00 0.000e+00 0.000e+00 3.95055475878513062681918e+00 5.329e-01 -4.300e+02 -8.741e+00 1.580e-03     0     3     8     0     0     1      0     0     0     0 0.000e+00 0.000e+00
       4       0     0 0.000e+00 0.000e+00 0.000e+00 4.00633563175908147258042e+00 3.952e-01 4.307e+02 -5.147e+01 -1.593e-03     0     0     7     0     0     1      0     0     0     0 0.000e+00 0.000e+00       4       0     0 0.000e+00 0.000e+00 0.000e+00 4.00633563178342377852914e+00 5.000e-01 -4.392e+02 5.158e+01 3.405e+00     0     3     7     0     0     1      0     1     0     0 0.000e+00 0.000e+00
       4       5     0 0.000e+00 0.000e+00 0.000e+00 4.04078098050170364530231e+00 6.092e-01 1.745e+02 -3.987e+02 2.182e+00     0     5     7     0     0     1      0     1     0     0 0.000e+00 0.000e+00       4       5     0 0.000e+00 0.000e+00 0.000e+00 4.04078098051427048176265e+00 5.069e-01 -1.761e+02 4.011e+02 1.609e-03     0     2     7     0     0     1      0     0     0     0 0.000e+00 0.000e+00
       4      28     0 0.000e+00 0.000e+00 0.000e+00 4.24174078621036887426499e+00 5.335e-01 4.258e+02 -5.947e+01 -1.232e+00     0     0     6     0     0     1      0     1     0     0 0.000e+00 0.000e+00       4      28     0 0.000e+00 0.000e+00 0.000e+00 4.24174078620906502834487e+00 6.397e-01 -4.278e+02 6.078e+01 -2.850e+00     0     3     6     0     0     1      0     1     0     0 0.000e+00 0.000e+00
       4      31     0 0.000e+00 0.000e+00 0.000e+00 4.27337609863202594340237e+00 5.466e-01 -1.673e+02 4.041e+02 6.379e+00     0     2     6     0     0     1      0     2     0     0 0.000e+00 0.000e+00       4      31     0 0.000e+00 0.000e+00 0.000e+00 4.27337609865158629673942e+00 4.439e-01 1.768e+02 -4.098e+02 -3.351e-01     0     5     7     0     0     1      0     1     0     0 0.000e+00 0.000e+00
       4      44     0 0.000e+00 0.000e+00 0.000e+00 4.38559591702766926601953e+00 4.687e-01 2.286e+02 3.781e+02 4.439e-01     0     1     8     0     0     1      0     1     0     0 0.000e+00 0.000e+00       4      44     0 0.000e+00 0.000e+00 0.000e+00 4.38559591698027517736591e+00 4.825e-01 -2.248e+02 -3.682e+02 2.796e+00     0     4     8     0     0     1      0     1     0     0 0.000e+00 0.000e+00
       4      48     0 0.000e+00 0.000e+00 0.000e+00 4.41587981178939248394499e+00 5.735e-01 1.956e+02 -3.887e+02 1.874e+00     0     5     8     0     0     1      0     1     0     0 0.000e+00 0.000e+00       4      48     0 0.000e+00 0.000e+00 0.000e+00 4.41587981175775734499211e+00 5.321e-01 -1.930e+02 3.805e+02 1.567e-03     0     2     8     0     0     1      0     0     0     0 0.000e+00 0.000e+00
